headline,category
Charity Rejects Jamie Lynn Spears Donation After Backlash From Britney Fans,ENTERTAINMENT
New Documentary Zooms In On Pete Buttigieg's Historic Presidential Run,POLITICS
John Oliver Gets Local Car Dealer To Produce 'Unhinged' Ad And It's... Um... Wow,ENTERTAINMENT
The Most Popular Movies On Netflix Besides 'The Forgotten Battle',HOME & LIVING
Adele Is Getting The Royal Treatment With Oprah Interview Ahead Of New Album,ENTERTAINMENT
Undocumented And In Need Of An Abortion In Texas' Rio Grande Valley,POLITICS
"In Quiet Debut, Alzheimer's Drug Rollout Slowed By Questions, Skepticism",SCIENCE
Texas GOP Advances New Congressional Maps That Would Tighten Slipping Grip,POLITICS
Bill Clinton Released From California Hospital After Infection,U.S. NEWS
"Heavy Rains, Landslides Leave At Least 18 Dead In South India",WORLD NEWS
'I'm So Stupid': MAGA Fan Who Attacked Officer Mike Fanone Called Himself A 'Piece Of S**t',POLITICS
'Colin Kaepernick' Reminds 'SNL' Who Was Right About The NFL All Along,COMEDY
"UK Health Officials Fear 43,000 Received False Negative COVID-19 Test Results",WORLD NEWS
600-lb Stranded Sea Turtle Splashes Back Into The Ocean After Rescue,ENVIRONMENT
Tucker Carlson Offers Most Insincere Response To Pete Buttigieg Attack Backlash,POLITICS
Britney Spears Warns Family What To Fear If She Does An Interview,ENTERTAINMENT
The 20 Funniest Tweets From Women This Week (Oct. 9-15),WOMEN
11 Striking Photos You Missed This Week,U.S. NEWS
Kayleigh McEnany Attacks Jen Psaki With ‘Least Self-Aware Tweet Ever Written’,POLITICS
25 Of The Funniest Tweets About Cats And Dogs This Week (Oct. 9-15),COMEDY
Awkward? A Personal Gift From Trump To Giuliani Just Sold At Auction,POLITICS
How To Fade The Dark Spots On Your Skin That Summer Left Behind,STYLE & BEAUTY
Dolly Parton Crushes Twitter Meme With Expertly Deployed 'Jolene' Line,ENTERTAINMENT
Texas School Official Suggests Teaching Both Holocaust Books And ‘Opposing’ Views: Report,POLITICS
The Best Happiness Advice People Learned In Therapy,WELLNESS
Jimmy Kimmel Saddles Sen. Ted Cruz With Chilling Halloween Nicknames,ENTERTAINMENT
"Anti-Mask Alaska State Senator Gets COVID-19, Touts Unproven Treatments",POLITICS
"Adele Drops 'Easy On Me,' So Get Ready To Seriously Feel Your Feelings",ENTERTAINMENT
William Shatner Tearfully Reflects On Trip To Space In Post-Flight Conversation,ENTERTAINMENT
Princess Eugenie Shares Sweet Photo To Mark 3rd Wedding Anniversary,ENTERTAINMENT
"Weight Loss May Not Actually Make You Healthier, Study Reveals",WELLNESS
Shop The Trend: Light Quilted Jackets For Transitional Weather,STYLE & BEAUTY
Adele Says New Album Documents 'Most Turbulent Period Of My Life',ENTERTAINMENT
Utah Republicans Shamelessly Invoke Tribes To Condemn Biden’s Monument Restorations,POLITICS
Texas Republican Allen West Goes On Anti-Vaccine Rant While Hospitalized With COVID-19,POLITICS
Jay-Z’s Group Raises $1M To Investigate Wrongful Convictions,ENTERTAINMENT
NJ Democrats Attack GOP Candidate's Support Of '90s Cursing Ban With Foul-Mouthed Ad,POLITICS
Paul McCartney Dismisses Rolling Stones As 'Blues Cover Band',ENTERTAINMENT
Eric Clapton Is Now Funding An Anti-Vaccine Band For 'Great Work' They're Doing,ENTERTAINMENT
George Clooney Brilliantly Breaks Down Why He Won't Run For Office,ENTERTAINMENT
French Child Kidnapping Plot Shows Global Sway Of QAnon Style,WORLD NEWS
Ted Cruz Jokes About That Time He Abandoned Constituents For A Cancun Trip,POLITICS
John Oliver Crafts Perfect Meme For Aging Relatives Who Share BS On Social Media,ENTERTAINMENT
Tutorials For 11 Halloween Looks You Can Create With Regular Makeup,STYLE & BEAUTY
Republic Flight Makes Emergency Landing In NY After Passenger's 'Erratic Behavior',U.S. NEWS
Texas Clinics Cancel Abortion Appointments After Court Reinstates Ban,POLITICS
Fiona Hill Calls Capitol Riot A ‘Dress Rehearsal’ For Further Violence,POLITICS
Facebook Exec: Algorithms Should Be 'Broadly' Regulated With More Transparency,U.S. NEWS
Iraqi Vote Spurred By 2019 Mass Protests Is Marred By Voting Boycott,WORLD NEWS
Paul McCartney: John Lennon Responsible For Beatles' Breakup,ENTERTAINMENT
Pope Francis Tells Lawmakers To Get Their Act Together On Climate Change,RELIGION
"Allen West, Texas GOP Gubernatorial Hopeful, Has COVID-19",POLITICS
"Abolhassan Banisadr, Iran's First President After 1979 Revolution, Dies At 88",WORLD NEWS
Taliban Say They Won't Work With U.S. On Shared Islamic State Threat,WORLD NEWS
Prosecutor Seeking To Indict Robert Durst On Ex-Wife's Death: AP Source,CRIME
Mitch McConnell Tells Biden He Won't Deal On Debt Again After Chuck Schumer's 'Tantrum',POLITICS
Matthew McConaughey Predicts The Bizarre Way He'll Die,ENTERTAINMENT
Justice Department Won't Pursue Charges Against Cop Who Shot Jacob Blake,U.S. NEWS
Chris Hayes Goes Off At Trump 'Coup Lackey' Who 'Went Full Insurrectionist',POLITICS
23 Of The Funniest Tweets About Cats And Dogs This Week (Oct. 2-8),COMEDY
"Fall Coats That Are Like A Big, Warm Hug From A Blanket",STYLE & BEAUTY
The 20 Funniest Tweets From Women This Week (Oct. 2-Oct. 8),WOMEN
Jimmy Kimmel Exposes Fox News' Coronavirus Hypocrisy In Scathing Takedown,ENTERTAINMENT
'Daily Show' Interviews Clitoris Advocate And She Says It Left Out Best Part,ENTERTAINMENT
How Paint Colors Affect Home Sale Prices,HOME & LIVING
Disturbing New Footage Shows Minneapolis Cops Saying They're 'Hunting Activists',POLITICS
The Rudest Things You Can Do At A Hotel,TRAVEL
"If You're Eligible For A COVID Booster Shot Right Now, Should You Get It?",WELLNESS
Pat Robertson’s ‘700 Club’ Departure Marked With Montage Of His Most Repulsive Comments,U.S. NEWS
The Feds Have Made 625+ Capitol Riot Arrests. They Still Have A Long Way To Go.,POLITICS
Drew Barrymore Says Lucy Liu And Bill Murray’s Fight Had One 'Great' Outcome,ENTERTAINMENT
MSNBC Goes To Town On GOP Sen. Josh Hawley With A Stinging Supercut,POLITICS
Nobel Physics Prize Goes To 3 For Climate Discoveries,WORLD NEWS
"Emily Mariko: You Can't Have Her Life, But You Can Have Her Stuff",FOOD & DRINK
FBI Raids NYPD Union Office And Home Of Its Right-Wing Leader,POLITICS
Melania Trump Scorches Tell-All Author Stephanie Grisham As 'Troubled And Deceitful',POLITICS
3 Reasons You're More Anxious In The Morning (And How To Fix It),WELLNESS
Force Expert Says Kyle Rittenhouse's Decisions To Shoot Were Reasonable,CRIME
"2 Win Nobel Prize In Medicine For Showing How We React To Heat, Touch",U.S. NEWS
"COVID Vaccine Mandate Takes Effect For NYC Teachers, Staff",EDUCATION
The Best Products To Help You Poop Better,WELLNESS
Bill Belichick's Oral Hygiene Fumble During Buccaneers-Patriots Game Disgusts Fans,ENTERTAINMENT
How COVID Vaccine Dosage Is Different For Young Kids,PARENTING
Trump Faces Deadline For Questioning In Defamation Suit,POLITICS
Owen Wilson Is Slacker Perfection In 'Saturday Night Live' Monologue,COMEDY
'SNL' Newbie James Austin Johnson Debuts As Convincing Biden Who Can't Get Dems Together,COMEDY
Why Manchin And Democratic Leaders Might Not Be Quite So Far Apart,POLITICS
Russia Hits Record Number Of Daily COVID-19 Deaths,WORLD NEWS
"Bomb At Kabul Mosque Kills At Least 5 Civilians, Taliban Say",WORLD NEWS
'Saturday Night Live' Mocks Billionaire Astronauts With Spoof 'Star Trek: Ego Quest',COMEDY
Women's March Targets Abortion Access On Steps Of Supreme Court,POLITICS
Biden Says 'Everybody Is Frustrated' As His Agenda Stalls,POLITICS
"'Laughable' Cyber Ninjas' Arizona Recount Missed 16,000 Votes, Says Experts' Review",POLITICS
Jennifer Garner Sends Selfie To Random Stranger In Wrong Number Mishap,ENTERTAINMENT
'Extreme Numbers' Of Large Invasive Spiders In Georgia May Be A Good Thing,ENVIRONMENT
Daniel Craig Shares A 'Real Horror Story' From His Teenage Years On Stage,ENTERTAINMENT
Shop The Trend: The Coziest Sweaters For Fall,STYLE & BEAUTY
Nutty Squirrel Leaves 42 Gallons Of Nuts In Man's Chevy Avalanche,WEIRD NEWS
"Over Two-Thirds Of Muslim Americans Have Faced Islamophobia, New Survey Finds",POLITICS
The 20 Funniest Tweets From Women This Week (Sept. 25-Oct. 1),WOMEN
Prosecutors In Wyoming Considering Charging Librarians For Stocking Books,POLITICS
"Mary J. Blige, Snoop Dogg, Eminem Among Rappers Performing At Super Bowl",ENTERTAINMENT
Rep. Jim Jordan's Question About Democrats Gets Turned Into A Punchline About Him,POLITICS
Shop The Trend: Sweater Vests And How To Wear Them,STYLE & BEAUTY
Ben Whishaw Thinks Casting A Gay Actor As James Bond 'Would Be Thrilling',ENTERTAINMENT
Danish Artist Makes Off With Pile Of Cash Intended To Be Art,ENTERTAINMENT
"Where Can I Buy At-Home Rapid COVID Tests, And When Should I Use One?",WELLNESS
Trump May Have Let Slip Details Of His Election Scheme As He Attacked Georgia Governor,POLITICS
"'Disengaged' Melania Trump Was Asleep On Election Night, New Book Says",POLITICS
‘Oh My God’: Dave Grohl Makes Surprise Discovery About An Iconic Nirvana Song,ENTERTAINMENT
Rachel Maddow Reads Damning Giuliani Testimony Showing Roots Of Election Conspiracy,POLITICS
Judge Suspends Britney Spears' Father As Her Conservator,ENTERTAINMENT
New 'SNL' Comic James Austin Johnson Is 'Best Trump Impersonator.' See Why.,ENTERTAINMENT
Hilarious Tweets From Parents About School Picture Day,PARENTING
"Rep. Lauren Boebert Tries To Make A Point About Vaccines, Gets A Big Dose Of Mockery",POLITICS
Here Are The States That Automatically Mail Ballots To All Voters,POLITICS
Demi Lovato Says UFO Sighting Was 'A Beautiful And Incredible Experience',ENTERTAINMENT
'The View's' Ana Navarro Rips 'Dimwit' Donald Trump Jr. After He Mocks Her Weight,POLITICS
Where To Get Meghan Markle's Black Scalloped Face Mask,STYLE & BEAUTY
'Girls' Star Lena Dunham Reportedly Marries Musician Luis Felber,ENTERTAINMENT
Alexis Ohanian Gushes He's 'Grateful For Every Minute' With Serena Williams,ENTERTAINMENT
David Letterman Asks Kevin Durant Dumb (And Funny) Questions On Media Day,ENTERTAINMENT
Person Of Interest In Miya Marcano Disappearance Found Dead,U.S. NEWS
Will Smith: 'Black Lives Matter' Is A Better Slogan Than 'Defund The Police',ENTERTAINMENT
Scientist Complained Trump 'Election Stuff' Overrode COVID Concerns In His White House,POLITICS
2021 Tony Awards: The Complete Winners List,ENTERTAINMENT
Betsy DeVos Throws Surprise Shade At Donald Trump,POLITICS
Tony Awards 2021 Red Carpet: See All The Best-Dressed Stars,ENTERTAINMENT
Former Arizona AG Slams Cyber Ninjas 'Grift' In Botched Vote Audit,POLITICS
U.S. And Pakistan Face Each Other On Afghanistan Threats At UN Summit,POLITICS
Federal Judge Suspends New York City's Vaccine Mandate For Teachers,EDUCATION
"COVID-Sick Zoo Lions Fed 'Tempting' Baby Food, Chicken Broth To Amp Up Appetites",ENVIRONMENT
Mary Trump Quips That Her Uncle's Lawyers Now Probably 'Operate Out Of Strip Malls',POLITICS
Britney Spears' Father Hired Surveillance That Captured Bedroom Audio: Documentary,ENTERTAINMENT
Draft Report Of Arizona Sham Audit Confirms Biden's Win Over Trump,POLITICS
Small-But-Mighty Closet Organizers To Maximize Storage,HOME & LIVING
Halloween Decorations That'll Thrill Your Trick-Or-Treaters,HOME & LIVING
The 20 Funniest Tweets From Women This Week (Sept. 18-24),WOMEN
Lauren Boebert Calls For Joe Biden's 'Imeachment',POLITICS
The Best Ready-Made Meal Delivery Services,FOOD & DRINK
Army Officer Admits Having All Vaccines But Not COVID-19 Shot Because Of 'Freedom',U.S. NEWS
Right-Wing Preacher Cooks Up The Most Bonkers Plea Yet For A Private Jet,POLITICS
The Best Halloween Baking Tools: Get Ready To Slay,FOOD & DRINK
Billy Eichner's Gay Rom-Com To Make History With All-LGBTQ Cast Playing Every Major Role,ENTERTAINMENT
James Corden Reveals The Best Life Advice He Got From Cher,ENTERTAINMENT
Michael Flynn Spreads Bizarre Conspiracy Theory About Vaccines In Salad Dressing,U.S. NEWS
Brazil Health Minister Tests Positive For COVID-19 After U.N. General Assembly,U.S. NEWS
Nicole Richie Accidentally Sets Her Hair On Fire While Blowing Out Birthday Candles,ENTERTAINMENT
MyPillow Guy Mocked For A New Trump Prediction... And It's A Real Turkey,POLITICS
"Legal Experts Spot The Fatal Flaws With Donald Trump's Lawsuit Against His Niece, NYT",POLITICS
MSNBC Hosts Crack Up Over Error Found On First Page Of Trump Lawsuit,POLITICS
France's Ambassador Returning To US After Fallout Over Defense Deal,WORLD NEWS
"Taliban Once Again Shows True Colors, Refuses To Name Any Women As Deputy Ministers",WORLD NEWS
Boris Johnson Needles Anti-Vax Brazilian President While Promoting Vaccine,POLITICS
'We All Lose' At Trevor Noah's Second Coronavirus-Themed Pandemmy Awards,ENTERTAINMENT
Biden Pledges To Double U.S. Climate Aid. It’s Still A Fraction Of What’s Needed.,POLITICS
Daniel Craig Says James Bond Shouldn't Be Played By A Woman,ENTERTAINMENT
Peyton And Eli Manning Hilariously Revive Cheating Accusations Against Patriots,ENTERTAINMENT
"Voters Credit Biden For Boost In Child Tax Payments, Unemployment Benefits",POLITICS
"Biden Easing Foreign Travel Restrictions, Requiring Vaccines",U.S. NEWS
Ashley Graham Announces She's Expecting Twins In Sweet Instagram Video,ENTERTAINMENT
Jersey City Mayor Promises To Reopen Rental Aid Applications After HuffPost Report,POLITICS
Support For Gov. Greg Abbott Plunging In New Texas Poll,POLITICS
Seth Rogen Says What We're All Thinking About The Emmys This Year,ENTERTAINMENT
Search Resumes For Man Whose Girlfriend Disappeared On Cross-Country Trip,U.S. NEWS
Rebuilding Of France’s Notre Dame Cathedral To Begin After 2019 Fire,WORLD NEWS
Emmanuel Macron To Talk To Biden Amid Crisis Over Submarines,POLITICS
Boxer-Senator Manny Pacquiao To Run For Philippine President,POLITICS
Renegade Cyber Ninjas Brazenly Defies Senate Demand For Records In Arizona Vote 'Fraudit',POLITICS
"Trump Considered Painting His Own Plane The Way 'Air Force One Should Look,' Book Reveals",POLITICS
American Samoa Reports Its First Case Of COVID-19,U.S. NEWS
Afghan Survivors Of U.S. Drone Strike Say Apology 'Is Not Enough',WORLD NEWS
Taliban Replaces Ministry For Women With One Restricting Them,WORLD NEWS
Police Say They’re Ready For Rally Supporting Jan. 6 Rioters,POLITICS
$100 Million Trump Tower Loan Placed On Bank 'Watch List' Over Vacancies,POLITICS
Gabrielle Union Regrets How She Approached Her 'Bring It On' Character,ENTERTAINMENT
"Clive Sinclair, Home Computing Pioneer, Dead At 81",WORLD NEWS
"Apple, Google Cave To Kremlin, Remove Opposition App As Russian Voting Begins",WORLD NEWS
Former Judges Defend 'Grim Reaper' Lawyer In COVID War With Gov. Ron DeSantis,POLITICS
Trump Is Still Begging Georgia Officials To Overturn The 2020 Election Results,POLITICS
The 20 Funniest Tweets From Women This Week (Sept. 11-17),WOMEN
Boston's Famous 'Skinny House' Sells For A Nice Fat Price,WEIRD NEWS
Red States’ Wolf-Killing Campaign May Have Just Backfired,ENVIRONMENT
Alleged Pizza Roll Pooper Apprehended After Oklahoma Grocery Store Incident,WEIRD NEWS
Clarence Thomas Criticizes Judges For Veering Into Politics,POLITICS
Get Dinner On The Table Faster With These Chef-Approved Hacks,FOOD & DRINK
Chrissy Teigen Says She Had Cheek Fat Removed: 'I Like It',ENTERTAINMENT
The Next Star Of ABC's 'The Bachelor' May Be This Orthopedic Sales Rep,ENTERTAINMENT
Woman Pulled To Her Death After Train Doors Close Between Herself And Tethered Dog,U.S. NEWS
New Ad Shows Texas Gov Is Far From Only Republican To Make Offensive Comments About Rape,POLITICS
Tucker Carlson Makes On-Air Plea To Swollen-Testicled Friend Of Nicki Minaj’s Cousin,POLITICS
How To Get Fashion Week Trend: Monochromatic Looks In Primary Colors,STYLE & BEAUTY
New Study Shows Just How Hard The Pandemic Has Been For Pregnant Women,PARENTING
People Are Convinced Keke Palmer Should Host 'Everything' After Her Met Gala Debut,ENTERTAINMENT
Paula Jones Blasts Her Portrayal On 'American Crime Story: Impeachment',POLITICS
Andrew Garfield Really Wants To Make It Clear That He's Not In The New 'Spider-Man' Movie,ENTERTAINMENT
"Dan Levy, Nikkie de Jager Make Powerful LGBTQ Statements With 2021 Met Gala Couture",ENTERTAINMENT
Nicki Minaj Declines To Get Vaccinated For Met Gala,ENTERTAINMENT
"Get The Fashion Week Trend: Dripping-Wet Metallics, Sequins And Satins",STYLE & BEAUTY
"Kourtney Kardashian, Travis Barker Make Their Red Carpet Debut At The VMAs",ENTERTAINMENT
Man Killed In 'Freak Accident' At McDonald's Drive-Thru Window,WORLD NEWS
Barrett Concerned Republican-Packed Supreme Court Seen As Partisan,POLITICS
Lil Nas X Recreates Steamy Shower Scene On Stage At 2021 MTV VMAs,ENTERTAINMENT
Explosion Collapses Part Of Apartment Building Near Atlanta,U.S. NEWS
"COVID Cases, Deaths Notably Worse In Red States Than Blue States: Report",POLITICS
MTV VMAs 2021: The Complete Winners List,ENTERTAINMENT
FBI Releases Declassified File Of Probe Into Possible 9/11 Saudi Government Links,U.S. NEWS
Trump Drops Big Hint About Presidential Run At Meeting With Manhattan Police,POLITICS
"A Tale Of Two Clinics: Long Lines For Vaccine In Nairobi, Few Takers In Atlanta",WORLD NEWS
More Than 100 Birds Found Covered In Oil After Hurricane Ida Refinery Spill,ENVIRONMENT
Mary Trump Says It's 'Disgraceful' Her Uncle Is Spending 9/11 Commenting On Boxing Match,POLITICS
U.S. Marks 20 Years Since 9/11 In Shadow Of Afghan War's End,U.S. NEWS
Lizzo Surprises Her Mom With A New Wardrobe In Heartfelt Video,ENTERTAINMENT
18 Ways To Make Your Home Look Cleaner Than It Is,HOME & LIVING
19 Products People Swear By Because Their Parents Used Them,PARENTING
Colbert Loses It In Real-Time Over That Viral Video Of Steve From 'Blue's Clues',ENTERTAINMENT
"Biden To Republicans Threatening To Challenge Vaccine, Testing Mandates: ‘Have At It’",POLITICS
Toddler Survives 4th-Floor Fall Thanks To A Clothesline,WORLD NEWS
Great White Shark Is Missing 'Unusual' Amount Of Teeth: 'Anyone Know A Good Dentist?',ENVIRONMENT
Jeanine Pirro Attacks Biden For Being Sympathetic Toward Flight Attendants,POLITICS
Pennsylvanian Charged With Having 'Weapons Of Mass Destruction' At His Home,CRIME
